,id,review,rating,fresh,critic,top_critic,publisher,date
797,23,The best ensemble performance of the year and it's all true. Sort of. ,5/5,fresh,Gary Wolcott,0,Tri-City Herald,"December 20, 2013"
799,23,It is a superbly written movie ... featuring terrific characters who are played by one of the most talented casts of the year.,3.5/5,fresh,Anders Wright,0,San Diego Union-Tribune,"December 20, 2013"
801,23,"American Hustle offers a, crowd-pleasing experience - one with profound social commentary, laugh-out-loud comedy, and even unexpected moments of compassion to boot.",4.5/5,fresh,Sandy Schaefer,0,ScreenRant,"December 20, 2013"
807,23,"It's all hip, humorous, sad, edgy and immensely entertaining, this sprawling period parable about a group of greedy people who aren't who they purport themselves to be.",4/5,fresh,Neil Pond,0,American Profile,"December 20, 2013"
809,23,"Somewhat in keeping with its narrative's spectacle of deception, the comedown of this sugar rush of a film might not reveal the most nutritious consumption, but sometimes the messiest concoctions have a better taste.",4/5,fresh,Josh Slater-Williams,0,The Skinny,"December 20, 2013"
810,23,"Not since Goodfellas has America's dark, criminal underbelly been explored with such verve.",5/5,fresh,David Edwards,0,Daily Mirror (UK),"December 20, 2013"
822,23,There is fun to be had. Just don't expect something on a level with the director's recent work.,3/5,fresh,Henry Fitzherbert,0,Daily Express (UK),"December 19, 2013"
823,23,"It joins the pantheon of great con job movies with The Sting, House of Games and Wild Things.",5/5,fresh,Daniel M. Kimmel,0,New England Movies Weekly,"December 19, 2013"
828,23,"American Hustle may be the finest example of how well the Russell formula works, surpassing Silver Linings Playbook and The Fighter, his two most recent Oscar-nominated films.",4.5/5,fresh,Bruce Kirkland,0,Jam! Movies,"December 19, 2013"
836,23,"Brilliantly directed and superbly written, this is a hugely entertaining drama with impeccable production design work, a fabulous soundtrack and note-perfect performances from a terrific ensemble cast.",4/5,fresh,Matthew Turner,0,ViewLondon,"December 19, 2013"
837,23,"Above everything else, Russell has an unerring talent for drawing out the best from his actors. Everyone here is in top form, though [Bradley] Cooper's near-manic FBI agent dictates some odd acting choices.",3.5/5,fresh,Steve Davis,0,Austin Chronicle,"December 19, 2013"
839,23,"Many of the plot set-ups get plenty of laughs, but the movie feels like a series of contrivances.",3/5,rotten,Antonia Quirke,0,Financial Times,"December 19, 2013"
841,23,"Betrays a lack of cinematic judgment that's frankly astonishing, from a group of very accomplished filmmakers and performers. It's Scorsese Karaoke. ",2/5,rotten,Stephen Silver,0,EntertainmentTell,"December 19, 2013"
843,23,Russell's unerring ability to take the careworn components of a story and fashion them into something unique and poignant reaches its peak with an exuberant caper that satisfies across the board - from love story to switch-backing crime yarn.,5/5,fresh,Tim Evans,0,Sky Cinema,"December 19, 2013"
845,23,Being swindled has never been this much fun.,4/5,fresh,Travis Hopson,0,Examiner.com,"December 19, 2013"
846,23,"Russell's aping is still a knockout, with enough razzle-dazzle style and propulsive humor to make it one of the most casually fun movies of the year.",4/5,fresh,Radheyan Simonpillai,0,AskMen.com,"December 19, 2013"
847,23,American Hustle is a very well acted tale of con artists and their volatile relationships.,4/5,fresh,Julian Roman,0,MovieWeb,"December 19, 2013"
850,23,"American Hustle confidently tackles this concept of transcending reality through deception, showcasing the versatility of its exceptional cast amidst a tale peppered with savage laughs and dark twists.",4/5,fresh,Ben Rawson-Jones,0,Digital Spy,"December 19, 2013"
858,23,"Keeps you guessing throughout, a very well written piece and yet another Oscar contender.",4/5,fresh,Stefan Pape,0,HeyUGuys,"December 18, 2013"
860,23,"It's hilarious and sad and, especially, entertaining.",4.5/5,fresh,Bill Goodykoontz,1,Arizona Republic,"December 18, 2013"
862,23,A profoundly entertaining collection of none-too-bright folks who think they're smarter than everyone else. And it's all set to the best soundtrack of the year.,4.5/5,fresh,Ken Hanke,0,"Mountain Xpress (Asheville, NC)","December 18, 2013"
863,23,"Likeable and engaging despite its overly long running time, sloppy screenplay and rambling structure.",3/5,fresh,Cameron Meier,0,Orlando Weekly,"December 18, 2013"
865,23,"AS with previous films The Fighter and Silver Linings Playbook, David O Russell can expect to bother the prize-givers this award season with American Hustle.",4/5,fresh,Matt Neal,0,The Standard,"December 17, 2013"
866,23,The best time I've had at the movies all year.,5/5,fresh,Richard Roeper,1,Richard Roeper.com,"December 17, 2013"
868,23,"Jennifer Lawrence is entirely extraordinary, improving on the performance that won her an Oscar for Russell's last film. Long may this collaboration continue.",4/5,fresh,Guy Lodge,1,Time Out,"December 17, 2013"
869,23,"Director and co-writer David O. Russell deserves all the credit in the world for creating a story, characters and environment in which his actors could truly get lost.",5/5,fresh,David Blaustein,0,ABC News Radio,"December 17, 2013"
871,23,"A great deal more fun than most Oscar hopefuls allow themselves to be. Think Goodfellas, but with bad comb-overs. And perms. And yards of corduroy and crushed velour. ",4/5,fresh,Mike Scott,0,Times-Picayune,"December 16, 2013"
873,23,You may not trust the facts in American Hustle but you can rely on it as one of this year's most aggressively entertaining films.,4/5,fresh,Siobhan Synnot,0,Scotsman,"December 16, 2013"
874,23,"An extremely entertaining, brilliantly acted, highly diverting film which - like all hustles - delivers less than it promises. Still, it's worth being taken for the ride.",4/5,fresh,Kim Newman,0,Empire Magazine,"December 16, 2013"
875,23,One of the very best films of the year.,5/5,fresh,Andy Lea,0,Daily Star,"December 16, 2013"
877,23,American Hustle is Saturday Night Bluster.,2.5/5,fresh,Tony Macklin,0,tonymacklin.net,"December 15, 2013"
878,23,"American Hustle is an ambitious satire, made by an accomplished filmmaker and loaded with terrific acting talent; but despite appreciating it for what it tried to achieve instead, it's hard not to feel slightly conned.",3.5/5,fresh,Blake Howard,0,2UE That Movie Show,"December 15, 2013"
881,23,"In a year already graced with a glorious over-supply of great films, American Hustle arguably contains the best performance package of the lot.",4/5,fresh,Jim Schembri,0,3AW,"December 13, 2013"
884,23,"A slick, funny and hugely entertaining film anchored by a genuine emotional centre.",4/5,fresh,Tom Clift,0,Moviedex,"December 13, 2013"
890,23,"Mesmerizing mature drama with just a bit of sex, violence.",5/5,fresh,,0,Common Sense Media,"December 13, 2013"
901,23,An acting masterclass delivered by some of Hollywood's best. ,4/5,fresh,Tom Glasson,0,Concrete Playground,"December 12, 2013"
904,23,"... American Hustle is like a passionate, booze-soaked conversation at a party: fun while it last, but foggy the next morning.",4/5,fresh,Adam Ross,0,The Aristocrat,"December 12, 2013"
905,23,"Immensely entertaining, impeccably structured and featuring excellent performances from its entire cast, American Hustle is one of the year's absolute best films and a serious contender for every major award.",4.5/5,fresh,Jason Zingale,0,Bullz-Eye.com,"December 12, 2013"
909,23,It truly is a good movie that will get the audience sucked in; however the tone that David O. Russell has been able to inject into his films takes surprisingly long to surface here.,3.7/5,fresh,Kristian Harloff,0,Schmoes Know,"December 12, 2013"
910,23,"Russell has created another film that is a joy to watch from beginning to end; he uses his considerable talent stockpile in front of the camera to weave a story that is funny, dramatic, and laughs at itself all at once. ",4/5,fresh,Mark Ellis,0,Schmoes Know,"December 12, 2013"
916,23,...so eager to sell the sizzle that the lack of a steak barely registers.,4/5,fresh,Chris Barsanti,0,Film Racket,"December 12, 2013"
921,23,"David O. Russell deploys his deranged genius to explore the real events behind Abscam, cleverly focussing on the inter-relationships rather than the details of the elaborate sting operation.",5/5,fresh,Rich Cline,0,Contactmusic.com,"December 12, 2013"
923,23,"[David O.] Russell is not Scorsese. He doesn't do 'cool shots' with the camera. His passion is for observing actors, giving them the space to create chaos that his frames struggle to contain.",3/5,fresh,Matt Prigge,0,Metro,"December 11, 2013"
927,23,"American Hustle is an extremely entertaining ride through the human condition, with characters just short of ridiculous. The beautiful thing is that Russell does this without becoming mean.",4.5/5,fresh,Paul Byrnes,0,Sydney Morning Herald,"December 11, 2013"
929,23,"Another vibrant film directed by David O. Russell that is bursting with colorful characters, funny scenes, and standout performances. ",4/5,fresh,David O. Russell,0,Spirituality and Practice,"December 11, 2013"
930,23,It is a wildly entertaining piece of work that features one of the best ensembles of the year. ,4.5/5,fresh,Brian Tallerico,0,HollywoodChicago.com,"December 11, 2013"
932,23,Does American Hustle have heart -- does it have importance? Such naive questions: It has Jennifer Lawrence blowing up a microwave.,5/5,fresh,Joshua Rothkopf,1,Time Out,"December 11, 2013"
933,23,"Lying is an ugly, grubby business, which is why hair maintenance amongst con artists is so important.",4/5,fresh,Simon Miraudo,0,Quickflix,"December 10, 2013"
934,23,A velvet drenched romp through the world of a con man but most of the time it's like watching a Las Vegas Martin Scorsese tribute show,3.5/5,fresh,Cameron Williams,0,The Popcorn Junkie,"December 10, 2013"
936,23,"American Hustle contains fireworks aplenty-dramatic outbursts of bravura filmmaking, sly acting choices, a scene that makes Robert De Niro scary again-but also a few too many familiar moments.",3.5/5,fresh,Keith Phipps,0,The Dissolve,"December 10, 2013"
943,23,"Funny, sexy and stylish as hell, Russell's Scorsese homage lacks the zip of Marty's greatest work, but makes up for it with hilarious dialogue and a killer ensemble on top form.",4/5,fresh,Matt Maytum,0,Total Film,"December 6, 2013"
944,23,Martin Scorsese has his Goodfellas. David O. Russell answers with his Mediocre-fellas. ,2/5,rotten,Sean O'Connell,0,CinemaBlend,"December 5, 2013"
946,23,"You feel that one false move from anyone could bring the whole thing crashing down to earth: fortunately, Russell's cast seem to have an innate sense of exactly how far they can push it.",4/5,fresh,Robbie Collin,0,Daily Telegraph (UK),"December 5, 2013"
949,23,Russell distils his own toxic kind of nitrous oxide and pipes it into the cinema.,4/5,fresh,Peter Bradshaw,0,Guardian,"December 4, 2013"
951,23,"While you have to admire American Hustle for its willingness to work hard and play harder, it's also hard to not notice that all of its frantic efforts don't really go anywhere new.",4/5,fresh,James Rocchi,0,Cinephiled,"December 4, 2013"
958,23,"David O. Russell's American Hustle is at times both deliciously sexy and hilariously unsexy in its attempt to portray the awful, scheming hustlers we all pretend not to be.",4/5,fresh,Erik Davis,0,Movies.com,"December 4, 2013"
959,24,I just have a vague sense of hating it.,1/5,rotten,Alex Sandell,0,Juicy Cerebellum,"July 16, 2003"
961,24,"Bearable, but mostly middling",2/5,rotten,Clint Morris,0,Moviehole,"September 17, 2002"
967,25,"Magical lands and sorcery add to the movie's mythic structure. While Mika is suitably simpering, the witch is delightfully evil and is a pleasure to watch. As for Reeves, his lines are minimal, but his swordplay does all the talking.",3.5/5,fresh,Reagan Gavin,0,The Times of India,"November 17, 2017"
968,25,the movie is its own worst enemy,2/5,rotten,Kevin Carr,0,7M Pictures,"April 16, 2014"
969,25,"At the helm, Rinsch turns in a movie that's deadly serious yet entirely lifeless. ",1/5,rotten,Jeffrey M. Anderson,0,Common Sense Media,"April 4, 2014"
973,25,"Keanu Reeves struggles to bring any life to this lugubrious, gloomily lit mythical tale about a group of outcast samurai soldiers. Slower than the queue at a ticket machine, it's only when the swords finally start swinging that the film really kicks in.",2/5,rotten,Jim Schembri,0,3AW,"January 18, 2014"
977,25,It's hard to ignore the overwhelming sense of dullness as the story plods along with an unbreakably straight face.,2/5,rotten,Liam Maguren,0,Flicks.co.nz,"January 9, 2014"
978,25,"with the retelling of legends, aspects of the story are emphasized or smothered in reaction to the temper of the times, that this one eschews politics for romance and spectacle is no more or less valid than earlier versions, just far less well told.",2/5,rotten,Andrea Chase,0,Killer Movie Reviews,"January 6, 2014"
980,25,First-time director Carl Rinsch's mega-budget take on one of Japan's most enduring legends feels like a folly that should never have been indulged.,2/5,rotten,Rob Carnevale,0,The List,"January 6, 2014"
982,25,We wanted characters that don't require a narrator to explain who they are. We wanted lofty pontification about bushido,2/5,rotten,Tara Brady,0,Irish Times,"January 1, 2014"
983,25,What could have been an exciting action film with an engaging premise just doesn't add up to the sum of its parts.,2.2/5,rotten,Kristian Harloff,0,Schmoes Know,"December 29, 2013"
